id	title	description
MV1	A Lemon Colored Submersible 	A Lemon Colored Submersible Golf cart skinned to look similar to A Yellow Submarine. Front windshield is a 3ft plastic dome, whole thing is yellow with psychedelic paint swirls, periscope out the top, fabric painted sides to hide the front 2 occupants. Small speaker playing Beatles hits with Yellow submarine playing more frequently than other songs. Possibly a separate tub filled partially with water dragged behind on wheels with mermaid occupant and sign saying "Playa or bust"
